ID,Date,Title,Description,URL,Actors,Writer,Gap
682,07/14/1977,A Matter of Conscience,"A young Kentuckian joins the Union Army, defying his parents who are loyal to the Confederacy. He is immediately sent to spy on a nearby Confederate regiment and meets an unlikely enemy.",https://www.cbsrmt.com/episode/682-a-matter-of-conscience.html,"66,64,10,95,16",64,1
683,07/15/1977,The Kingdom Below,"A wealthy American financier and his wife travel to Europe to help their daughter find a husband with the aristocracy. The daughter soon falls in love, but not with a man of whom her father approves.",https://www.cbsrmt.com/episode/683-the-kingdom-below.html,"285,204,58,35,291",13,1
684,07/18/1977,The Bisara of Pooree,"A British soldier buys a small, mysterious jewelry box that brings him bad luck. His luck doesn't change when the box is stolen. To get the girl of his desire, he must steal it back.",https://www.cbsrmt.com/episode/684-the-bisara-of-pooree.html,"58,12,6,269",13,1
685,07/19/1977,The Mysterious Island,"After escaping a prison camp via hot air balloon, two union soldiers and a reporter land on a mysterious island where they have an unseen benefactor seeing to their needs.",https://www.cbsrmt.com/episode/685-the-mysterious-island.html,"95,2,20,291",38,1
686,07/21/1977,Rendezvous with Death,"A football player with incurable cancer goes mountain climbing and meets a mysterious woman. She provides him love and comfort, but no one else knows she exists.",https://www.cbsrmt.com/episode/686-rendezvous-with-death.html,"66,202,64,144,49",38,1
687,07/22/1977,The Secret of the Aztecs,A man's car breaks down in the desert and he encounters the ghost of an old man named Quetzal who shows him to the long lost Aztec Gold and instructs him to guard the Aztec's treasure from a being known as 'The Savage.' He can't convince anyone that he saw the ghost of the old man and everybody thinks he's insane.,https://www.cbsrmt.com/episode/687-the-secret-of-the-aztecs.html,"29,16,90,141",290,1
688,07/25/1977,The Adventure of the Blue Carbuncle,The gift of a Christmas goose with a valuable jewel inside and an old hat send Sherlock Holmes and Dr. Watson on the hunt for the goose's owner.,https://www.cbsrmt.com/episode/688-the-adventure-of-the-blue-carbuncle.html,"104,90,269,126",61,1
689,07/26/1977,The Rocket's Red Glare,A scientist working on a top secret weapons project commits suicide in front of coworkers. A local cop suspects it was foul play and runs headlong into a case of espionage.,https://www.cbsrmt.com/episode/689-the-rocket-s-red-glare.html,"29,16,212,32",290,1
690,07/28/1977,The Secret of Laurels,"In this gothic sealed-room murder mystery, a man is convicted of killing his best friend. His son sets out to prove him innocent, suspecting that it was his father's widow who did it.",https://www.cbsrmt.com/episode/690-the-secret-of-laurels.html,"27,102,264,10",234,1
691,07/29/1977,The Thousand and First Door,"A man is brought into the hospital suffering from an apparent stroke. But as he retells the final days of his life for us, we find his demise was much more complicated with an uncaring, selfish wife and her paramour.",https://www.cbsrmt.com/episode/691-the-thousand-and-first-door.html,"151,135,95,20",38,1
692,08/08/1977,Hope Springs Eternal,"A woman's fiancee disappears without a trace after walking out the back door of their cabin. For the next 40 years, she waits for his return.",https://www.cbsrmt.com/episode/692-hope-springs-eternal.html,"90,264,151,130",290,1
693,08/10/1977,Case Closed,"An engineer holds up a bank and takes a teller hostage. His demands are unusual. As the standoff continues, he learns a lot about himself from his hostage.",https://www.cbsrmt.com/episode/693-case-closed.html,"49,10,155,118,95",13,1
694,08/12/1977,For Want of a Nail,"A woman's plane is forced to land in a North Dakota town that just happens to be the home of the biggest customer of the company her husband owns. But when she decides to see the factory, she finds out the Audley Company doesn't exist.",https://www.cbsrmt.com/episode/694-for-want-of-a-nail.html,"113,38,16,35",13,1
695,08/15/1977,The Together Place,A country doctor treats a woman who lives with her daughter on a remote island. The daughter has been communicating with a twin sister who lives in another dimension.,https://www.cbsrmt.com/episode/695-the-together-place.html,"27,60,6,150",43,1
696,08/17/1977,In the Fog,A shell-shocked World War I veteran gets lost in the fog and stumbles into a woman who is anxious because she will miss an appointment. He helps her to find her way home and she later turns up dead.,https://www.cbsrmt.com/episode/696-in-the-fog.html,"133,38,55,269",234,1
697,08/19/1977,The Instrument,"A writer keeps an incompetent agent because the agent had saved him from drowning years before. Just when he's getting ready to fire him, he finds himself in need of his agent's services again... and again....",https://www.cbsrmt.com/episode/697-the-instrument.html,"12,91,10",13,1
698,08/22/1977,Return to Pompeii,"An American widow tours Italy with her colleague. When their tour bus breaks down, they are forced to walk to Pompeii. There, the widow has a strange dream.",https://www.cbsrmt.com/episode/698-return-to-pompeii.html,"6,119,58,9",215,1
699,08/24/1977,The Adventures of Don Quixote,"The adventures of the fractured fairy tale of Don Quixote and his misadventures in 15th Century Spain. They are not giants, they are windmills.",https://www.cbsrmt.com/episode/699-the-adventures-of-don-quixote.html,"64,9,35,90",64,1
700,08/26/1977,Area Thirteen,"In a future society, genetic engineering is used to manipulate people's personality and skill sets. So, when unengineered and unregistered children are born (a forbidden act) it becomes a matter of security. One such child has been located...",https://www.cbsrmt.com/episode/700-area-thirteen.html,"49,38,6",61,1
701,08/29/1977,To Be a Rose,A psychotic murderer kept incarcerated in a mental asylum recounts the days of him being a sensitive poet and how he fell in love. But his beloved broke his heart and drove him over the edge.,https://www.cbsrmt.com/episode/701-to-be-a-rose.html,"58,2,212,155,95",13,1
702,08/31/1977,The Reunion,"An American war veteran meets a fellow soldier in Paris, a decade after the D-day at Utah Beach during World War II. He discovers that his friend leads a Jekyll and Hide life.",https://www.cbsrmt.com/episode/702-the-reunion.html,"58,290,122,32,269",290,1
703,09/02/1977,Olive Darling and Morton Dear,A stress-relieving journey into nature might prove fatal for a diffident accountant who ends up sharing a room with a self-proclaimed writer who can be a deadly robber in reality.,https://www.cbsrmt.com/episode/703-olive-darling-and-morton-dear.html,"204,12,35,16",13,1
704,09/05/1977,The Waiting Room,A cordial invitation from an elderly couple for a weekend stay at their mansion has sinister repercussions for a young couple. They have been baited for a deadly occult ritual dedicated to evil.,https://www.cbsrmt.com/episode/704-the-waiting-room.html,"9,6,151",77,1
705,09/07/1977,Silent Shock,A female inmate of a mental asylum talks to invisible people and awaits the return of a beloved who might not exist. But the doubt lies in whether she is actually insane or made disturbed intentionally.,https://www.cbsrmt.com/episode/705-silent-shock.html,"94,12,26,38",43,1
706,09/09/1977,The Woman in the Green Dress,"An apparition of a lady in a green dress haunts a visitor in his friend's residence. Things get interesting when he finds her mentioned in a coat of arms in the architecture of a derelict, local church. Further enquiry with the old church sexton reveals a strange murder committed nearly eighty years back. Can he solve the mystery now?",https://www.cbsrmt.com/episode/706-the-woman-in-the-green-dress.html,"292,293,84,93,95",234,1
707,09/12/1977,First Childhood,An intelligent but whimsical aged lady must prove herself capable in mind as detractors try to take away her house and livelihood. But they might be up for a surprise.,https://www.cbsrmt.com/episode/707-first-childhood.html,"292,58,35,16",13,1
708,09/13/1977,The Way to Dusty Death,"A strange story of hatred set in the back woods, where a baron would rather let a dead man's body get decomposed in the open, unattended by any ritual or funeral. When the deceased man's daughters fail to reason with him, the baron's son steps in to plead with him.",https://www.cbsrmt.com/episode/708-the-way-to-dusty-death.html,"64,6,10,102,17",242,1
709,09/15/1977,Passport to Freedom,"A couple involved in espionage for the U.S. government fly out to a small country kept behind the iron curtain to help a scientist couple escape, so his discoveries can benefit the world. But trouble follows soon as the scientist tries to take his mistress along instead.",https://www.cbsrmt.com/episode/709-passport-to-freedom.html,"58,55,38,35",38,1
710,09/16/1977,Death on Project X,A weapons investigator runs into trouble with a routine check at a facility as he meets an apparently deranged scientist who lets him know that they have manufactured the ultimate weapon and plan to utilize it soon.,https://www.cbsrmt.com/episode/710-death-on-project-x.html,"9,16,90,212",215,1
711,09/19/1977,The Wind and the Flame,A blackmailer pesters a rich businessman through phone calls. But it is the maid who answers his calls most of the time and she begins to suspect her employer's past? But is she blameless herself?,https://www.cbsrmt.com/episode/711-the-wind-and-the-flame.html,"128,27,95",13,1
712,09/20/1977,The Tunnel Man,"A deranged scientist invents a machine that can cut through elemental rock as easily as a ship cruising through the ocean. With the forecast of an approaching seismic disturbances in the town, he has the power to make it dance to his tunes and the mayor must decide on their course.",https://www.cbsrmt.com/episode/712-the-tunnel-man.html,"12,90,95,130",290,1
